Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
14020811	14020811	占城8-1-1[3人]			0.15		15	36	9	140208110			0|0|0			0|0|0		
14020812	14020812	占城8-1-2[3人]			0.15		15	41	9	140208120			0|0|0			0|0|0		
14020813	14020813	占城8-1-3[3人]			0.15		15	36	9	140208130			0|0|0			0|0|0		
14020814	14020814	占城8-1-4[1人]			0.15		15	36	9	140208140			0|0|0			0|0|0		
14020821	14020821	占城8-2-1[2人]			0.15		15	4	9	140208210			0|0|0			0|0|0		
14020822	14020822	占城8-2-2[3人]			0.15		15	4	9	140208220			0|0|0			0|0|0		
14020823	14020823	占城8-2-3[3人]			0.15		15	4	9	140208230			0|0|0			0|0|0		
14020824	14020824	占城8-2-4[2人]			0.15		15	4	9	140208240			0|0|0			0|0|0		
14020831	14020831	占城8-3-1[3人]			0.15		15	1	9	140208310			0|0|0			0|0|0		
14020832	14020832	占城8-3-2[2人]			0.15		15	1	9	140208320			0|0|0			0|0|0		
14020833	14020833	占城8-3-3[2人]			0.15		15	1	9	140208330			0|0|0			0|0|0		
14020834	14020834	占城8-3-4[3人]			0.15		15	1	9	140208340			0|0|0			0|0|0		
