Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
14020611	14020611	占城6-1-1[2人]			0.15		15	4	9	140206110			0|0|0			0|0|0		
14020612	14020612	占城6-1-2[2人]			0.15		15	4	9	140206120			0|0|0			0|0|0		
14020613	14020613	占城6-1-3[2人]			0.15		15	4	9	140206130			0|0|0			0|0|0		
14020614	14020614	占城6-1-4[2人]			0.15		15	4	9	140206140			0|0|0			0|0|0		
14020621	14020621	占城6-2-1[2人]			0.15		15	1	9	140206210			0|0|0			0|0|0		
14020622	14020622	占城6-2-2[3人]			0.15		15	1	9	140206220			0|0|0			0|0|0		
14020623	14020623	占城6-2-3[1人]			0.15		15	1	9	140206230			0|0|0			0|0|0		
14020624	14020624	占城6-2-4[2人]			0.15		15	1	9	140206240			0|0|0			0|0|0		
14020631	14020631	占城6-3-1[3人]			0.15		15	1	9	140206310			0|0|0			0|0|0		
14020632	14020632	占城6-3-2[1人]			0.15		15	1	9	140206320			0|0|0			0|0|0		
14020633	14020633	占城6-3-3[1人]			0.15		15	1	9	140206330			0|0|0			0|0|0		
14020634	14020634	占城6-3-4[3人]			0.15		15	1	9	140206340			0|0|0			0|0|0		
