Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30150101	30150101	二期爬塔区域一普通关卡1			0.15		15	1	9	301501010			0|0|0			0|0|0		
30150102	30150102	二期爬塔区域一普通关卡2			0.15		15	1	9	301501020			0|0|0			0|0|0		
30150103	30150103	二期爬塔区域一普通关卡3			0.15		15	1	9	301501030			0|0|0			0|0|0		
30150104	30150104	二期爬塔区域一普通关卡4			0.15		15	1	9	301501040			0|0|0			0|0|0		
30150105	30150105	二期爬塔区域二普通关卡1			0.15		15	1	9	301501050			0|0|0			0|0|0		
30150106	30150106	二期爬塔区域二普通关卡2			0.15		15	1	9	301501060			0|0|0			0|0|0		
30150107	30150107	二期爬塔区域二普通关卡3			0.15		15	1	9	301501070			0|0|0			0|0|0		
30150108	30150108	二期爬塔区域二普通关卡4			0.15		15	1	9	301501080			0|0|0			0|0|0		
30150109	30150109	二期爬塔区域三普通关卡1			0.15		15	1	9	301501090			0|0|0			0|0|0		
30150110	30150110	二期爬塔区域三普通关卡2			0.15		15	36	9	301501100			0|0|0			0|0|0		
30150111	30150111	二期爬塔区域三普通关卡3			0.15		15	36	9	301501110			0|0|0			0|0|0		
30150112	30150112	二期爬塔区域三普通关卡4			0.15		15	36	9	301501120			0|0|0			0|0|0		
30150113	30150113	二期爬塔区域四普通关卡1			0.15		15	1	9	301501130			0|0|0			0|0|0		
30150114	30150114	二期爬塔区域四普通关卡2			0.15		15	1	9	301501140			0|0|0			0|0|0		
30150115	30150115	二期爬塔区域四普通关卡3			0.15		15	1	9	301501150			0|0|0			0|0|0		
30150116	30150116	二期爬塔区域四普通关卡4			0.15		15	1	9	301501160			0|0|0			0|0|0		
30150117	30150117	二期爬塔区域五普通关卡1			0.15		15	11	9	301501170			0|0|0			0|0|0		
30150118	30150118	二期爬塔区域五普通关卡2			0.15		15	11	9	301501180			0|0|0			0|0|0		
30150119	30150119	二期爬塔区域五普通关卡3			0.15		15	11	9	301501190			0|0|0			0|0|0		
30150120	30150120	二期爬塔区域五普通关卡4			0.15		15	11	9	301501200			0|0|0			0|0|0		
30150121	30150121	二期爬塔区域一精英关卡1			0.15		15	1	9	301501210			0|0|0			0|0|0		
30150122	30150122	二期爬塔区域一精英关卡2			0.15		15	1	9	301501220			0|0|0			0|0|0		
30150123	30150123	二期爬塔区域二精英关卡1			0.15		15	1	9	301501230			0|0|0			0|0|0		
30150124	30150124	二期爬塔区域二精英关卡2			0.15		15	1	9	301501240			0|0|0			0|0|0		
30150125	30150125	二期爬塔区域三精英关卡1			0.15		15	36	9	301501250			0|0|0			0|0|0		
30150126	30150126	二期爬塔区域三精英关卡2			0.15		15	36	9	301501260			0|0|0			0|0|0		
30150127	30150127	二期爬塔区域四精英关卡2			0.15		15	1	9	301501270			0|0|0			0|0|0		
30150128	30150128	二期爬塔区域四精英关卡2			0.15		15	1	9	301501280			0|0|0			0|0|0		
30150129	30150129	二期爬塔区域五精英关卡2			0.15		15	11	9	301501290			0|0|0			0|0|0		
30150130	30150130	二期爬塔区域五精英关卡2			0.15		15	11	9	301501300			0|0|0			0|0|0		
30150131	30150131	二期爬塔区域一BOSS（孤儿）			0.15		15	1	9	301501310			0|0|0			0|0|0		
30150132	30150132	二期爬塔区域一BOSS（沙虫）			0.15		15	37	9	301501320			0|0|0			0|0|0		
30150133	30150133	二期爬塔区域一BOSS（收割机）			0.15		15	36	9	301501330			0|0|0			0|0|0		
30150134	30150134	二期爬塔区域一BOSS（剑圣）			0.15		15	1	9	301501340			0|0|0			0|0|0		
30150135	30150135	二期爬塔区域一BOSS（曲）			0.15		15	1	9	301501350			0|0|0			0|0|0		
30150136	30150136	二期爬塔区域一剧情关（防守）			0.15		15	1	9	301501360			0|0|0			0|0|0		
30150137	30150137	二期爬塔区域一剧情关（收集）			0.15		15	1	9	301501370			0|0|0			0|0|0		
30150138	30150138	二期爬塔区域二剧情关（战斗）			0.15		15	1	9	301501380			0|0|0			0|0|0		
30150139	30150139	二期爬塔区域二剧情关（战斗）			0.15		15	1	9	301501390			0|0|0			0|0|0		
30150140	30150140	二期爬塔区域三剧情关（潜行）			0.15		15	1	9	301501400			0|0|0			0|0|0		
30150141	30150141	二期爬塔区域三剧情关（战斗）			0.15		15	36	9	301501410			0|0|0			0|0|0		
30150142	30150142	二期爬塔区域四剧情关（坚守）			0.15		15	1	9	301501420			0|0|0			0|0|0		
30150143	30150143	二期爬塔区域四剧情关（战斗）			0.15		15	1	9	301501430			0|0|0			0|0|0		
30150144	30150144	二期爬塔区域五剧情关（战斗）			0.15		15	1	9	301501440			0|0|0			0|0|0		
30150145	30150145	二期爬塔区域五剧情关（战斗）			0.15		15	11	9	301501450			0|0|0			0|0|0		
30150146	30150146	二期爬塔区域三精英关卡2			0.15		15	36	9	301501460			0|0|0			0|0|0		
30150147	30150147	二期爬塔区域四精英关卡2			0.15		15	1	9	301501470			0|0|0			0|0|0		
30150148	30150148	二期爬塔区域五精英关卡2			0.15		15	11	9	301501480			0|0|0			0|0|0		
30150149	30150149	二期爬塔区域一普通关卡1			0.15		15	1	9	301501490			0|0|0			0|0|0		
30150150	30150150	二期爬塔区域一普通关卡2			0.15		15	1	9	301501500			0|0|0			0|0|0		
30150151	30150151	二期爬塔区域一普通关卡3			0.15		15	1	9	301501510			0|0|0			0|0|0		
30150152	30150152	二期爬塔区域一普通关卡4			0.15		15	1	9	301501520			0|0|0			0|0|0		
