Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30180221	30180221	ロラン-BOSS戦			0.15		15	1	10	301802210			0|0|0			0|0|0		
30180222	30180222	小怪战			0.15		15	11	9	301802220			0|0|0			0|0|0		
30180223	30180223	小怪战			0.15		15	11	9	301802230			0|0|0			0|0|0		
30180224	30180224	小怪战			0.15		15	11	9	301802240			0|0|0			0|0|0		
30180225	30180225	小怪战			0.15		15	11	9	301802250			0|0|0			0|0|0		
30180226	30180226	小怪战			0.15		15	11	9	301802260			0|0|0			0|0|0		
30180227	30180227	小怪战			0.15		15	11	9	301802270			0|0|0			0|0|0		
30180228	30180228	ティファ-BOSS戦			0.15		15	25	11	301802280			0|0|0			0|0|0		
30180229	30180229	加百利-BOSS战			0.15		15	11	9	301802290			0|0|0			0|0|0		
30180230	30180230	加百利-BOSS战			0.15		15	11	9	301802300			0|0|0			0|0|0		
30180231	30180231	薔薇の執事-BOSS戦			0.15		15	1	10	301802310			0|0|0			0|0|0		
30180232	30180232	小怪战			0.15		15	1	9	301802320			0|0|0			0|0|0		
30180233	30180233	小怪战			0.15		15	1	9	301802330			0|0|0			0|0|0		
30180234	30180234	小怪战			0.15		15	1	9	301802340			0|0|0			0|0|0		
30180235	30180235	小怪战			0.15		15	1	9	301802350			0|0|0			0|0|0		
30180236	30180236	小怪战			0.15		15	1	9	301802360			0|0|0			0|0|0		
30180237	30180237	小怪战			0.15		15	1	9	301802370			0|0|0			0|0|0		
30180238	30180238	修道女-BOSS戦			0.15		15	33	12	301802380			0|0|0			0|0|0		
30180239	30180239	カム-BOSS戦			0.15		15	16	10	301802390			0|0|0			0|0|0		
30180240	30180240	カム-BOSS戦			0.15		15	16	10	301802400			0|0|0			0|0|0		
30180241	30180241	沙虫-BOSS战			0.15		15	1	11	301802410			0|0|0			0|0|0		
30180242	30180242	小怪战			0.15		15	43	9	301802420			0|0|0			0|0|0		
30180243	30180243	小怪战			0.15		15	43	9	301802430			0|0|0			0|0|0		
30180244	30180244	小怪战			0.15		15	43	9	301802440			0|0|0			0|0|0		
30180245	30180245	小怪战			0.15		15	43	9	301802450			0|0|0			0|0|0		
30180246	30180246	小怪战			0.15		15	43	9	301802460			0|0|0			0|0|0		
30180247	30180247	小怪战			0.15		15	43	9	301802470			0|0|0			0|0|0		
30180248	30180248	罗塞塔（人）-BOSS战			0.15		15	41	10	301802480			0|0|0			0|0|0		
30180249	30180249	ロゼッタ（ケンタウロス）-BOSS戦			0.15		15	41	12	301802490			0|0|0			0|0|0		
30180250	30180250	ロゼッタ（ケンタウロス）-BOSS戦			0.15		15	41	12	301802500			0|0|0			0|0|0		
30180251	30180251	武蔵玖型			0.15		15	25	10	301802510			0|0|0			0|0|0		
30180252	30180252	小怪战			0.15		15	11	9	301802520			0|0|0			0|0|0		
30180253	30180253	小怪战			0.15		15	11	9	301802530			0|0|0			0|0|0		
30180254	30180254	小怪战			0.15		15	11	9	301802540			0|0|0			0|0|0		
30180255	30180255	小怪战			0.15		15	11	9	301802550			0|0|0			0|0|0		
30180256	30180256	小怪战			0.15		15	11	9	301802560			0|0|0			0|0|0		
30180257	30180257	小怪战			0.15		15	11	9	301802570			0|0|0			0|0|0		
30180258	30180258	偽の曲-BOSS戦			0.15		15	11	15	301802580			0|0|0			0|0|0		
30180259	30180259	華胥-BOSS戦			0.15		15	11	10	301802590			0|0|0			0|0|0		
30180260	30180260	華胥-BOSS戦			0.15		15	11	10	301802600			0|0|0			0|0|0		
30180261	30180261	孤児-BOSS戦			0.15		15	25	11	301802610			0|0|0			0|0|0		
30180262	30180262	小怪战			0.15		15	17	9	301802620			0|0|0			0|0|0		
30180263	30180263	小怪战			0.15		15	17	9	301802630			0|0|0			0|0|0		
30180264	30180264	小怪战			0.15		15	17	9	301802640			0|0|0			0|0|0		
30180265	30180265	小怪战			0.15		15	11	9	301802650			0|0|0			0|0|0		
30180266	30180266	小怪战			0.15		15	11	9	301802660			0|0|0			0|0|0		
30180267	30180267	小怪战			0.15		15	11	9	301802670			0|0|0			0|0|0		
30180268	30180268	几何体			0.15		15	11	13	301802680			0|0|0			0|0|0		
30180269	30180269	ライオット			0.15		15	25	10	301802690			0|0|0			0|0|0		
30180270	30180270	ライオット			0.15		15	25	10	301802700			0|0|0			0|0|0		
