Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
99980001	99980001				0.15		15	25	9	999800010			0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0
99980002	99980002				0.15		15	1	9	999800020			0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0
99980003	99980003				0.15		15	25	9	999800030			0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0
99980004	99980004	左右走滑步测试关			0.15		15	25	9	999800040			0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0
99980005	99980005				0.15		15	11	9	999800050			0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0
99980006	99980006				0.15		15	11	9	999800060			0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0
30030902	30030902	摩托车			0.15		15	74	9	300309020			0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0
99980008	99980008	热气球	Scene01302	Test	0.15		15	23	9	999800080	15010161	15010162	0|0|0	61.63|48.42|294.96	0|0|0	0|0|0	0|75.97|0	0|0|0
99980009	99980009	过山车1	Scene01302	Test	0.15		15	23	9	999800090	15010161	15010162	0|0|0	61.63|48.42|294.96	0|0|0	0|0|0	0|75.97|0	0|0|0
99980010	99980010	过山车2	Scene01302	Test	0.15		15	23	9	999800100	15010161	15010162	0|0|0	61.63|48.42|294.96	0|0|0	0|0|0	0|75.97|0	0|0|0
99980011	99980011	热气球	Scene01302	Test	0.15		15	23	9	999800110	15010162	15010160	0|0|0	0|0|0	103.9407|52.31099|244.001	0|0|0	0|0|0	0|0|0
99980012	99980012				0.15		15	11	9	999800120			0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0
99980013	99980013				0.15		15	11	9	999800130			0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0
30031301	30031301	机兵乱斗			0.15		15	11	9	300313010			0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0
