Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30130103	30130103	圣诞节 - 屋顶1			0.15		15	11	9	301301030			0|0|0			0|0|0		
30130104	30130104	圣诞节 - 伐木场			0.15		15	45	9	301301040			0|0|0			0|0|0		
30130107	30130107	圣诞节 - 教堂			0.15		15	5	11	301301070			0|0|0			0|0|0		
30130109	30130109	圣诞节 - 屋顶2			0.15		15	11	9	301301090			0|0|0			0|0|0		
30130202	30130202	愚人节 - 露西亚			0.15		15	1	9	301302020			0|0|0			0|0|0		
30130203	30130203	愚人节 - 里 + 苏菲亚			0.15		15	1	9	301302030			0|0|0			0|0|0		
30130204	30130204	愚人节 - 渡边 + 艾拉			0.15		15	4	9	301302040			0|0|0			0|0|0		
30130205	30130205	愚人节 - 丽芙			0.15		15	4	9	301302050			0|0|0			0|0|0		
30130208	30130208	愚人节 - 解			0.15		15	9	9	301302080			0|0|0			0|0|0		
30130301	30130301	端午节 - 船			0.15		15	11	9	301303010			0|0|0			0|0|0		
30130303	30130303	端午节 - 采粽叶			0.15		15	12	9	301303030			0|0|0			0|0|0		
30130305	30130305	端午节 - 杀吊人			0.15		15	10	9	301303050			0|0|0			0|0|0		
30130403	30130403	泳装关 - 丽芙单人			0.15		15	11	9	301304030			0|0|0			0|0|0		
30130404	30130404	泳装关 - 乱数单人			0.15		15	11	9	301304040			0|0|0			0|0|0		
30130405	30130405	泳装关 - 双人			0.15		15	11	9	301304050			0|0|0			0|0|0		
