Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
10120110	10120110	主线普通12-10（布丽姬特-贫民窟）			0.8		15	11	9	101201100			0|0|0			0|0|0		
10120111	10120111	主线普通12-11（对抗阿尔法）			0.15		15	11	10	101201110			0|0|0			0|0|0		
10120113	10120113	主线普通12-13（遗忘者-列车）			0.8		15	11	9	101201130			0|0|0			0|0|0		
10120123	10120123	主线普通12-23（灰鸦-庭院）			0.8		15	11	9	101201230			0|0|0			0|0|0		
10120124	10120124	主线普通潜行关			0.15		15	23	9	101201240			0|0|0			0|0|0		
11120103	11120103	主线隐藏12-3（阿尔法-隐藏）			0.8		15	11	9	111201030			0|0|0			0|0|0		
10120102	10120102	商业区1			0.15		15	11	9	101201020			0|0|0			0|0|0		
10120109	10120109	商业区2			0.15		15	11	9	101201090			0|0|0			0|0|0		
10120116	10120116	 			0.15		15	11	9	101201160			0|0|0			0|0|0		
10120118	10120118	商业区保护神威			0.15		15	11	9	101201180			0|0|0			0|0|0		
11120101	11120101	平民区自控机兵			0.15		15	11	9	111201010			0|0|0			0|0|0		
