Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
99920001	99920001	实验关卡1			0.15		15	25	9	999200010			0|0|0			0|0|0		
99920002	99920002	实验关卡1			0.15		15	1	9	999200020			0|0|0			0|0|0		
99920003	99920003	极地歼灭战-杂兵关			0.15		15	43	9	999200030			0|0|0			0|0|0		
99920004	99920004	极地歼灭战-收割机			0.15		15	43	9	999200040			0|0|0			0|0|0		
99920005	99920005	极地歼灭战-罗塞塔（人）			0.15		15	1	9	999200050			0|0|0			0|0|0		
99920010	99920010	机械工厂			0.15		15	11	9	999200100			0|0|0			0|0|0		
99920011	99920011	火焰地带			0.15		15	11	9	999200110			0|0|0			0|0|0		
99920012	99920012	生死时速			0.15		15	11	9	999200120			0|0|0			0|0|0		
99920015	99920015	联机华胥			0.15		15	11	9	999200150			0|0|0			0|0|0		
99920016	99920016	联机加百列			0.15		15	11	9	999200160			0|0|0			0|0|0		
99920020	99920020	低浓度战区			0.15		15	35	9	999200200			0|0|0			0|0|0		
99920030	99920030	高浓度战区			0.15		15	72	9	999200300			0|0|0			0|0|0		
99920040	99920040	BOSS区域			0.15		15	11	9	999200400			0|0|0			0|0|0		
99920051	99920051	2代号5-3			0.15		15	25	9	999200510			0|0|0			0|0|0		
99920052	99920052	4琉璃顶			0.15		15	11	9	999200520			0|0|0			0|0|0		
99920053	99920053	3禁卫吊人新的意志			0.15		15	72	9	999200530			0|0|0			0|0|0		
99920054	99920054	5宇航员			0.15		15	36	9	999200540			0|0|0			0|0|0		
99920055	99920055	6学习计划			0.15		15	75	9	999200550			0|0|0			0|0|0		
99920056	99920056	1罗汉至尊			0.15		15	11	9	999200560			0|0|0			0|0|0		
99920057	99920057	一清			0.15		15	11	9	999200570			0|0|0			0|0|0		
99920058	99920058	二白			0.15		15	11	9	999200580			0|0|0			0|0|0		
99920059	99920059	三红			0.15		15	11	9	999200590			0|0|0			0|0|0		
99920060	99920060	四绿			0.15		15	11	9	999200600			0|0|0			0|0|0		
99920061	99920061	五黄			0.15		15	11	9	999200610			0|0|0			0|0|0		
99920071	99920071	剧情8关(卡穆)			0.15		15	37	9	999200710			0|0|0			0|0|0		
99920072	99920072	剧情32关（武藏）			0.15		15	11	9	999200720			0|0|0			0|0|0		
99920073	99920073	剧情44关（村民）			0.15		15	1	9	999200730			0|0|0			0|0|0		
99920074	99920074	剧情48关（孩童）			0.15		15	1	9	999200740			0|0|0			0|0|0		
99920075	99920075	剧情56关（调教至此）			0.15		15	75	9	999200750			0|0|0			0|0|0		
99920076	99920076	剧情64关（国王）			0.15		15	11	9	999200760			0|0|0			0|0|0		
99920077	99920077	剧情68关（管家）			0.15		15	11	9	999200770			0|0|0			0|0|0		
99920078	99920078	剧情72关（卡列）			0.15		15	72	9	999200780			0|0|0			0|0|0		
99920079	99920079	剧情76关（卡列）			0.15		15	72	9	999200790			0|0|0			0|0|0		
99920080	99920080	剧情84关（六人）			0.15		15	11	9	999200800			0|0|0			0|0|0		
99920081	99920081	剧情92关（商业区）			0.15		15	11	9	999200810			0|0|0			0|0|0		
99920082	99920082	剧情96关（加百利）			0.15		15	11	9	999200820			0|0|0			0|0|0		
99920083	99920083	剧情100关（得救）			0.15		15	1	9	999200830			0|0|0			0|0|0		
99920084	99920084	剧情112关（魔王）			0.15		15	22	9	999200840			0|0|0			0|0|0		
99920085	99920085	剧情116关（围攻）			0.15		15	11	9	999200850			0|0|0			0|0|0		
99920086	99920086	剧情128关（宝珠）			0.15		15	11	9	999200860			0|0|0			0|0|0		
99920087	99920087	剧情132关（商业区）			0.15		15	11	9	999200870			0|0|0			0|0|0		
99920088	99920088	剧情144关（中国船）			0.15		15	11	9	999200880			0|0|0			0|0|0		
99920089	99920089	剧情152关（中国船）			0.15		15	11	9	999200890			0|0|0			0|0|0		
99920090	99920090	剧情156关（卡穆房）			0.15		15	16	9	999200900			0|0|0			0|0|0		
99920091	99920091	剧情160关（黄金之涡）			0.15		15	28	9	999200910			0|0|0			0|0|0		
