Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
12100101	12100101	据点10-1-1			0.15		15	22	9	121001010			0|0|0			0|0|0		
12100102	12100102	据点10-1-2			0.15		15	22	9	121001020			0|0|0			0|0|0		
12100103	12100103	据点10-1-3	Scene01003	Test	0.15		15	22	9	121001030			0|0|0			0|0|0		
12100104	12100104	据点10-1-4	Scene01003	Test	0.15		15	22	9	121001040			0|0|0			0|0|0		
12100201	12100201	据点10-2-1			0.15		15	11	9	121002010			0|0|0			0|0|0		
12100202	12100202	据点10-2-2			0.15		15	11	9	121002020			0|0|0			0|0|0		
12100203	12100203	据点10-2-3			0.15		15	11	9	121002030			0|0|0			0|0|0		
12100204	12100204	据点10-2-4			0.15		15	11	9	121002040			0|0|0			0|0|0		
12100301	12100301	据点10-3-1			0.15		15	11	9	121003010			0|0|0			0|0|0		
12100302	12100302	据点10-3-2			0.15		15	65	9	121003020			0|0|0			0|0|0		
12100303	12100303	据点10-3-3			0.15		15	65	9	121003030			0|0|0			0|0|0		
12100304	12100304	据点10-3-4			0.15		15	64	9	121003040			0|0|0			0|0|0		
