Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
99919900	99919900	弓箭手尖兵			0.15		15	1	9	999199000			0|0|0			0|0|0		
99919901	99919901	日常翻牌本2路版			0.15		15	25	9	999199010			0|0|0			0|0|0		
99919902	99919902	试作型装备经验本			0.15		15	25	9	999199020			0|0|0			0|0|0		
99919903	99919903	原版主线迷宫关卡1			0.15		15	66	9	999199030			0|0|0			0|0|0		
99919904	99919904	RougueLike普通1（公主与骑士）			0.15		15	13	9	999199040			0|0|0			0|0|0		
99919905	99919905	RougueLike普通2（拆迁大队）			0.15		15	1	9	999199050			0|0|0			0|0|0		
99919906	99919906	RougueLike普通3（枪林弹雨）			0.15		15	1	9	999199060			0|0|0			0|0|0		
99919907	99919907	RougueLike普通4（闲庭信步）			0.15		15	12	9	999199070			0|0|0			0|0|0		
99919908	99919908	RougueLike普通5（丸子演义）	Scene01001b	Test	0.15		15	63	9	999199080			0|0|0			0|0|0		
99919909	99919909	RougueLike普通6（异曲同工）			0.15		15	36	9	999199090			0|0|0			0|0|0		
99919910	99919910	RougueLike普通7（秀才遇兵）			0.15		15	1	9	999199100			0|0|0			0|0|0		
99919911	99919911	RougueLike普通8（刀的正确用法）			0.15		15	1	9	999199110			0|0|0			0|0|0		
99919912	99919912	RougueLike普通9（求和公式）			0.15		15	1	9	999199120			0|0|0			0|0|0		
99919913	99919913	RougueLike普通10（天堂与地狱）			0.15		15	8	9	999199130			0|0|0			0|0|0		
99919914	99919914	RougueLike普通11（空当接龙）			0.15		15	1	9	999199140			0|0|0			0|0|0		
99919917	99919917	新功能实验关卡			0.15		15	1	9	999199170			0|0|0			0|0|0		
99919918	99919918	日常翻牌本			0.15		15	25	9	999199180			0|0|0			0|0|0		
99919919	99919919	多段召唤怪物挑战关卡			0.15		15	25	9	999199190			0|0|0			0|0|0		
99919920	99919920	主线战斗关卡测试4			0.15		15	23	9	999199200			0|0|0			0|0|0		
99919921	99919921	白模1试跑			0.15		15	11	9	999199210			0|0|0			0|0|0		
99919922	99919922	白模2试跑			0.15		15	11	9	999199220			0|0|0			0|0|0		
99919923	99919923	白模3试跑			0.15		15	11	9	999199230			0|0|0			0|0|0		
99919924	99919924	RougueLike精英4（全方位撞击）			0.15		15	36	9	999199240			0|0|0			0|0|0		
99919925	99919925	RougueLike精英5（三人成虎）			0.15		15	1	9	999199250			0|0|0			0|0|0		
99919926	99919926	RougueLike精英6（刀的正确用法plus）			0.15		15	10	9	999199260			0|0|0			0|0|0		
99919927	99919927	RougueLike精英7（狐假虎威）			0.15		15	23	9	999199270			0|0|0			0|0|0		
99919930	99919930	沙滩（白天）			0.15		15	11	9	999199300			0|0|0			0|0|0		
99919931	99919931	乐园城	Scene01302	Test	0.15		15	23	9	999199310			0|0|0			0|0|0		
99919932	99919932	地下工厂	Scene01303	Test	0.15		15	11	9	999199320			58.3|0|58.9			0|0|0		
99919933	99919933	鲨士碧儿广场			0.15		15	11	9	999199330			0|0|0			0|0|0		
99919934	99919934	沙滩（夜晚）			0.15		15	11	9	999199340			0|0|0			0|0|0		
99919950	99919950	RougeLike场景事件初始化			0.15		15	1	9	999199500			0|0|0			0|0|0		
99919951	99919951	RougeLike场景事件选择			0.15		15	1	9	999199510			0|0|0			0|0|0		
