Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
10100102	10100102	第一次boss战			0.15		15	11	13	101001020			0|0|0			0|0|0		
10100103	10100103	永动列车车顶	Scene01001b	Test	0.15		15	63	9	101001030			0|0|0			0|0|0		
10100104	10100104	第一节车厢			0.15		15	11	9	101001040			0|0|0			0|0|0		
10100201	10100201	第二节车厢			0.15		15	11	9	101002010			0|0|0			0|0|0		
10100202	10100202	第二次boss战	Scene01001b	Test	0.15		15	63	13	101002020			0|0|0			0|0|0		
10100203	10100203	比安卡清除障碍	Scene01003	Test	0.15		15	22	9	101002030			0|0|0			0|0|0		
10100204	10100204	比安卡跳入列车			0.15		15	22	9	101002040			0|0|0			0|0|0		
10100301	10100301	比安卡在车顶的战斗			0.15		15	65	9	101003010			0|0|0			0|0|0		
10100302	10100302	摩托追逐战			0.15		15	64	9	101003020			0|0|0			0|0|0		
10100303	10100303	最终boss战			0.15		15	11	10	101003030			0|0|0			0|0|0		
