Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
10060101	10060101	ノーマル6-1			0.15		15	1	9	100601010			0|0|0			0|0|0		
10060102	10060102	ノーマル6-2			0.15		15	1	9	100601020			0|0|0			0|0|0		
10060103	10060103	ノーマル6-3			0.15		15	1	9	100601030			0|0|0			0|0|0		
10060104	10060104	ノーマル6-4			0.15		15	14	9	100601040			0|0|0			0|0|0		
10060201	10060201	ノーマル6-5			0.15		15	1	9	100602010			0|0|0			0|0|0		
10060202	10060202	ノーマル6-6			0.15		15	1	9	100602020			0|0|0			0|0|0		
10060203	10060203	ノーマル6-7			0.15		15	1	9	100602030			0|0|0			0|0|0		
10060204	10060204	ノーマル6-8			0.15		15	1	9	100602040			0|0|0			0|0|0		
10060301	10060301	ノーマル6-9			0.15		15	1	10	100603010			0|0|0			0|0|0		
10060302	10060302	ノーマル6-10			0.15		15	1	9	100603020			0|0|0			0|0|0		
10060303	10060303	ノーマル6-11			0.15		15	1	9	100603030			0|0|0			0|0|0		
10060304	10060304	ノーマル6-12			0.15		15	1	9	100603040			0|0|0			0|0|0		
