Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
12110101	12110101	据点11-1-1			0.15		15	36	9	121101010			0|0|0			0|0|0		
12110102	12110102	据点11-1-2			0.15		15	36	9	121101020			0|0|0			0|0|0		
12110103	12110103	据点11-1-3			0.15		15	11	9	121101030			0|0|0			0|0|0		
12110104	12110104	据点11-1-4			0.15		15	11	9	121101040			0|0|0			0|0|0		
12110201	12110201	据点11-2-1			0.15		15	23	9	121102010			0|0|0			0|0|0		
12110202	12110202	据点11-2-2			0.15		15	23	9	121102020			0|0|0			0|0|0		
12110203	12110203	据点11-2-3			0.15		15	11	9	121102030			0|0|0			0|0|0		
12110204	12110204	据点11-2-4			0.15		15	11	9	121102040			0|0|0			0|0|0		
12110301	12110301	据点11-3-1			0.15		15	11	9	121103010			0|0|0			0|0|0		
12110302	12110302	据点11-3-2			0.15		15	11	9	121103020			0|0|0			0|0|0		
12110303	12110303	据点11-3-3			0.15		15	11	9	121103030			0|0|0			0|0|0		
12110304	12110304	据点11-3-4			0.15		15	11	9	121103040			0|0|0			0|0|0		
