Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
20010101	20010101	双路机制			0.15		15	25	9	200101010			0|0|0			0|0|0		
20010102	20010102	增幅机制			0.15		15	65	9	200101020			0|0|0			0|0|0		
20010103	20010103	双路机制			0.15		15	25	9	200101030			0|0|0			0|0|0		
20010104	20010104	增幅机制			0.15		15	65	9	200101040			0|0|0			0|0|0		
20010105	20010105	双路机制			0.15		15	25	9	200101050			0|0|0			0|0|0		
20010106	20010106	增幅机制			0.15		15	65	9	200101060			0|0|0			0|0|0		
20010107	20010107	双路机制			0.15		15	25	9	200101070			0|0|0			0|0|0		
20010108	20010108	增幅机制			0.15		15	65	9	200101080			0|0|0			0|0|0		
20010109	20010109	0			0.15		15	11	9	200101090			0|0|0			0|0|0		
20010110	20010110	0			0.15		15	17	9	200101100			0|0|0			0|0|0		
20010201	20010201	机械工厂			0.15		15	11	9	200102010			0|0|0			0|0|0		
20010202	20010202	极地机兵			0.15		15	65	9	200102020			0|0|0			0|0|0		
20010203	20010203	机械工厂(镜像)			0.15		15	11	9	200102030			0|0|0			0|0|0		
20010204	20010204	极地机兵（镜像）			0.15		15	65	9	200102040			0|0|0			0|0|0		
20010205	20010205	机械工厂(镜像)			0.15		15	11	9	200102050			0|0|0			0|0|0		
20010206	20010206	极地机兵（镜像）			0.15		15	65	9	200102060			0|0|0			0|0|0		
20010207	20010207	机械工厂(镜像)			0.15		15	11	9	200102070			0|0|0			0|0|0		
20010208	20010208	极地机兵（镜像）			0.15		15	65	9	200102080			0|0|0			0|0|0		
20010111	20010111	双路机制			0.15		15	25	9	200101110			0|0|0			0|0|0		
20010112	20010112	双路机制			0.15		15	25	9	200101120			0|0|0			0|0|0		
20010113	20010113	双路机制			0.15		15	25	9	200101130			0|0|0			0|0|0		
20010114	20010114	双路机制			0.15		15	25	9	200101140			0|0|0			0|0|0		
