Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30140001	30140001	RogueLike普通关卡通用控制器			0.15		15	13	9	301400010			0|0|0			0|0|0		
30140002	30140002	RogueLike精英关卡通用控制器			0.15		15	13	9	301400020			0|0|0			0|0|0		
30140003	30140003	RogueLike高危普通关卡通用控制器			0.15		15	13	9	301400030			0|0|0			0|0|0		
30140004	30140004	RogueLike高危精英关卡通用控制器			0.15		15	13	9	301400040			0|0|0			0|0|0		
30140005	30140005	RogueLike普通竞速关卡时间控制器			0.15		15	13	9	301400050			0|0|0			0|0|0		
30140006	30140006	RogueLike高危竞速关卡时间控制器			0.15		15	13	9	301400060			0|0|0			0|0|0		
30140101	30140101	RogueLike高危普通1（公主与骑士）			0.15		15	13	9	301401010			0|0|0			0|0|0		
30140107	30140107	RogueLike高危普通7（秀才遇兵）			0.15		15	1	9	301401070			0|0|0			0|0|0		
30140109	30140109	RogueLike高危普通9（求和公式）			0.15		15	1	9	301401090			0|0|0			0|0|0		
30140110	30140110	RogueLike高危普通10（天堂与地狱）			0.15		15	8	9	301401100			0|0|0			0|0|0		
30140111	30140111	RogueLike高危普通11（空当接龙）			0.15		15	1	9	301401110			0|0|0			0|0|0		
30140112	30140112	RogueLike高危普通12（言传身教）			0.15		15	11	9	301401120			0|0|0			0|0|0		
30140113	30140113	RogueLike高危精英1（海盗横行）			0.15		15	44	9	301401130			0|0|0			0|0|0		
30140117	30140117	RogueLike高危精英5（三人成虎）			0.15		15	1	9	301401170			0|0|0			0|0|0		
30140120	30140120	RogueLike高危精英8（夏日特饮）			0.15		15	11	9	301401200			0|0|0			0|0|0		
30140121	30140121	RogueLike高危守关精英1（粉墨登场）			0.15		15	11	9	301401210			0|0|0			0|0|0		
30140122	30140122	RogueLike高危守关精英2（门庭双煞）			0.15		15	11	9	301401220			0|0|0			0|0|0		
30140124	30140124	RogueLike高危守关精英4（锋芒毕现）			0.15		15	1	9	301401240			0|0|0			0|0|0		
