Id	Name	SkillType	CastTime	AfterTime	Animation	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
110301	普攻1	1	0.5	1.2	Attack01				10	2		2	0	0	
110302	普攻2	1	0.85	1.05	Attack02				10	2		2	0	0	
110303	普攻3	1	1.05	1.75	Attack03				10	2		2	0	0	
110304	普攻4	1	1.05	2.85	Attack04				10	2		2	0	0	
110305	普攻5	1	1.05	3.8	Attack05				10	2		2	0	0	
110306	红球1消	11	1.25	1.9	Attack11	110313|110314|110317	110315		10	2		2	0	0	
110307	红球2消	12	1.25	1.9	Attack11	110313|110314|110317	110315		10	2		2	0	0	
110308	红球3消	13	1.25	1.9	Attack11	110313|110314|110317	110315		10	2		2	0	0	
110309	蓝球1消	21	0.55	1.9	Attack21				10	2		2	0	0	
110310	蓝球2消	22	0.55	1.9	Attack21				10	2		2	0	0	
110311	蓝球3消	23	0.55	1.9	Attack21				10	2		2	0	0	
110312	黄球1消	31	0.85	2.9	Attack31				10	2		2	0	0	
110313	黄球2消	32	0.85	2.9	Attack31				10	2		2	0	0	
110314	黄球3消	33	0.85	2.9	Attack31				10	2		2	0	0	
110315	QTE技能	7	2	0	AttackQte	100091|110366	100092		10	2		2	0	0	
110316	闪避1	5	0.4	1.55	Move1	100090	100094		10	2		2	0	0	0.5
110317	默认向后闪避	6	0.4	1.8	Move2	100090	100094		10	2		2	0	0	0.5
110318	大招动作	2	1.6	3.65	Attack51	100091	100092		10	2		2	0	0	
110319	被动弹道存放		0	1					10	2		2	0	0	
110320	胜利1	8	100	1	Win				10	2		2	0	0	
110321	胜利2	8	100	1	Win2				10	2		2	0	0	
110322	出生技能	4	4	0	Born				10	2		2	0	0	
110323	交互动作	9	0	100	Save				10	2		2	0	0	
110324	出场技	3	1.25	1.9	Attack11	110313|110314|110317	110315		10	2		2	0	0	
110325	被动蓄力攻击1	41	0.8	1.6	Attack41	110317	110376|110319		10	2		2	0	5	
110326	被动蓄力攻击2	42	0.7	3.25	Attack42	110317	110319		10	2		2	0	5	
110327	被动蓄力攻击3	43	0.6	1.95	Attack43	110317	110319		10	2		2	0	5	
110328	被动蓄力攻击4	44	0.6	2.55	Attack44	110317	110319		10	2		2	0	5	
110329	被动蓄力攻击5	45	0.7	2.6	Attack45	110317	110319		10	2		2	0	0	
110330	普攻1（位移）	1	0.5	1.2	Attack01				10	2		2	0	0	
110331	被动蓄力取消	42	0.3	0					10	2		2	0	0	
110332	普攻1（闪避后）	1	1.2	2.8	Attack10				10	2		2	0	0	
