Id	Name	SkillType	CastTime	AfterTime	Animation	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
103201	通常攻撃1	1	0.5	2.3	Attack01				10	2		2	0	0	
103202	通常攻撃2	1	0.5	1.8	Attack02				10	2		2	0	0	
103203	通常攻撃3	1	0.75	2	Attack03		103262		10	2		2	0	0	
103204	通常攻撃4	1	1.25	1.95	Attack04				10	2		2	0	0	
103205	通常攻撃5	1	0.9	2.8	Attack05		103262		10	2		2	0	0	
103206	赤シグナル1ショット	11	1.2	1.5	Attack11		103262		10	2		2	0	0	
103207	赤シグナル2ショット	12	1.2	1.5	Attack11		103262		10	2		2	0	0	
103208	赤シグナル3ショット	13	1.2	1.5	Attack11		103262		10	2		2	0	0	
103209	青シグナル1ショット	21	1	2.2	Attack21		103262		10	2		2	0	0	
103210	青シグナル2ショット	22	1	2.2	Attack21		103262		10	2		2	0	0	
103211	青シグナル3ショット	23	1	2.2	Attack21		103262		10	2		2	0	0	
103212	黄シグナル1ショット	31	0.7	2.7	Attack31	103223	103262|103265		10	2		0	0	5	
103213	黄シグナル2ショット	32	0.7	2.7	Attack31	103223	103262|103265		10	2		0	0	5	
103214	黄シグナル3ショット	33	0.7	2.7	Attack31	103223	103262|103265		10	2		0	0	5	
103215	QTEスキル	7	1.5	0	AttackQte	100091	100092|103284		10	2		2	0	0	
103216	回避	5	0.4	1.85	Move1	100090	103262|100094		10	2		2	0	0	0.4
103217	デフォルトで後方回避	6	0.4	1.95	Move2	100090	103262|100094		10	2		2	0	0	0.4
103218	必殺技	41	0.6	2.7	Attack51	100091	103262|103276|103277|100092		10	2		2	0	0	
103219	勝利1	8	100	1	Win				10	2		2	0	0	
103220	勝利2	8	100	1	Win				10	2		2	0	0	
103221	出現スキル	4	0	2.75	Born				10	2		2	0	0	
103222	インタラクティブ動作	9	0	100	Save				10	2		2	0	0	
103223	出撃スキル	3	1	2.2	Attack21		103262		10	2		2	0	0	
103224	通常攻撃1（突進）	1	0.5	2.3	Attack01				10	2		0	0	1	
103225	通常攻撃3（突進）	1	0.55	1.8	Attack53		103262		10	2		2	0	0	
103226	潜入でアクティブスキル開放	46	9999	0	Save				10	2		2	0	0	
103227	潜入でアクティブスキル閉鎖	46	0.5	0	Save				10	2		2	0	0	
103228	潜入暗殺	9	3.8	0	Attack10		763097		10	2		2	0	0	
103251	通常攻撃1（氷）	1	0.5	1.9	Attack01		103284		10	2		2	0	0	
103252	通常攻撃2（氷）	1	0.75	1.9	Attack02				10	2		2	0	0	
103253	通常攻撃3（氷）	1	0.6	2.1	Attack03		103262		10	2		2	0	0	
103254	通常攻撃4（氷）	1	0.75	1.6	Attack04				10	2		2	0	0	
103255	通常攻撃5（氷）	1	1	2.6	Attack05		103284|103262		10	2		2	0	0	
103256	赤シグナル1ショット（氷）	11	1	2.1	Attack11		103262|103265		10	2		2	0	0	
103257	赤シグナル2ショット（氷）	12	1	2.1	Attack11		103262|103265		10	2		2	0	0	
103258	赤シグナル3ショット（氷）	13	1	2.1	Attack11		103262|103265		10	2		2	0	0	
103259	青シグナル1ショット（氷）	21	0.85	1.35	Attack21		103262		10	2		2	0	0	
103260	青シグナル2ショット（氷）	22	0.85	1.35	Attack21		103262		10	2		2	0	0	
103261	青シグナル3ショット（冰）	23	0.85	1.35	Attack21		103262		10	2		2	0	0	
103262	黄シグナル1ショット（氷）	31	0.6	1.75	Attack31	103223	103262|103265		10	2		0	0	5	
103263	黄シグナル2ショット（氷）	32	0.6	1.75	Attack31	103223	103262|103265		10	2		0	0	5	
103264	黄シグナル3ショット（氷）	33	0.6	1.75	Attack31	103223	103262|103265		10	2		0	0	5	
103265	回避（氷）	5	0.4	1.5	Move1	100090	103262|100094		10	2		2	0	0	0.45
103266	デフォルトで後方回避（氷）	6	0.4	1.6	Move2	100090	103262|100094		10	2		2	0	0	0.45
103267	必殺技（氷）	2	4	1.45	Attack51	100091	103290|103277|103269|100092		10	2		2	0	0	
103268	出撃スキル（氷）	3	0.85	1.35	Attack21		103262		10	2		2	0	0	
103269	通常攻撃1（突進）（氷）	1	0.5	1.95	Attack01		103284		10	2		0	0	1	
103270	小必殺技1（氷)	2	1.2	1.8	Attack52	100091	103290|103277|103269|100092		10	2		2	0	0	
103271	小必殺技2（氷）	2	1.2	1.8	Attack52	100091	103290|103277|103269|100092		10	2		2	0	0	
103272	小必殺技3（氷）	2	1.2	1.8	Attack52	100091	103290|103277|103269|100092		10	2		2	0	0	
103273	勝利1	8	100	0	Win				10	2		2	0	0	
103274	勝利2	8	100	0	Win				10	2		2	0	0	
103275	インタラクティブ動作	9	0	100	Save				10	2		2	0	0	
103276	QTEスキル	7	1.95	0	AttackQte	100091	100092|103284		10	2		2	0	0	
103277	通常攻撃3（突進）（氷）	1	0.6	2.1	Attack03		103262		10	2		0	0	1	
