Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed
997101011	6	0.4	0		1	0.4	1			1.5	-2	3	0
997102011	5	0.4	0		1	0.4	1			1.5	-2	3	0
997103011	3	0.8	0		8	0.7	1	1		0	0	5.477225575	0
997106011	3	0.8	0		12	0.7	1	1		0	0	0	0
997108011	1	0.5	0				1	0		1.5	-2	3	0
997108031	1	0.5	0				2	0		1.5	-2	3	0
997108051	1	0.5	0				1	0		1.5	-2	3	0
997108071	1	0.5	0				2	0		1.5	-2	3	0
997108091	1	0.5	0				1	0		1.5	-2	3	0
997108111	1	0.5	0				2	0		1.5	-2	3	0
997108131	1	0.5	0				1	0		1.5	-2	3	0
997108151	1	0.5	0				2	0		1.5	-2	3	0
997109011	6	0.7	0				1			1.5	-2	3	0
997110011	7	0.8	0				1						
997111011	3	1.1	0		28	1	1	1		0	0	5.477225575	0
997112041	1	0.6	0				1	0		1.5	-2	3	0
997114011	3	1.5	0		12	1.5	1	1	3	0	0	5.477225575	0
997115011	6	0.8	0				1			1.5	-2	3	0
997151041	1	0.5	0				1	0		1.5	-2	3	0
997152041	1	0.5	0				1	0		1.5	-2	3	0
997155011	6	0.4	0		1	0.4	1			1.5	-2	3	0
997156011	3	0.6	0		2	0.1	1	1		0	0	5	0
997157011	3	0.5	0				1	1		20	-30	5	0
997158011	3	0.5	0		40	0.5	1	1	-2	20	-30	5	0
997161191	1	0.5	0				2	0		1.5	-2	3	0
997162011	6	0.7	0				1			1.5	-2	3	0
997162021	6	0.7	0				1			1.5	-2	3	0
997162031	6	0.7	0				1			1.5	-2	3	0
997163011	3	0.8	0		8	0.7	1	1		20	-30	5	0
997164011	1	0.5	0				1	0		1.5	-2	3	0
997164031	1	0.5	0				2	0		1.5	-2	3	0
997164051	1	0.5	0				1	0		1.5	-2	3	0
997164071	1	0.5	0				2	0		1.5	-2	3	0
997164091	1	0.5	0				1	0		1.5	-2	3	0
997164111	1	0.5	0				2	0		1.5	-2	3	0
997164131	1	0.5	0				1	0		1.5	-2	3	0
997164151	1	0.5	0				2	0		1.5	-2	3	0
997165011	6	0.7	0				1			1.5	-2	3	0
997165021	6	0.7	0				1			1.5	-2	3	0
997165031	6	0.7	0				1			1.5	-2	3	0
997166011	3	0.8	0		12	0.7	1	1		0	0	0	0
997171011	3	0.8	0		8	0.7	1	1		20	-30	5	0
905001011	2	0.2	0				1	0		1.5	-2	3	0
905004111	1	0.5	0				1	0		1.5	-2	3	0
905007021	1	0.5	0				1	0		1.5	-2	3	0
904701011	5	0.3	0		15	0.1	1		-150	1.5	-2	3	0
904702011	5	0.3	0		10	0.1	1		-100	1.5	-2	3	0
904703021	3	0.5	0		10	0.4	1	1		2	-1	5	0
904704031	1	0.4	0				1	0		1.5	-2	3	0
904801011	1	0.2	0		10	0.1	1	0	-50	1.5	-2	3	0
904801021	2	0.5	0		10	0.1	1	0	-50	1.5	-2	3	0
904802021	1	0.2	0				1	0		1.5	-2	3	0
904802031	2	0.2	0				1	0		1.5	-2	3	0
904802041	1	0.2	0				1	0		1.5	-2	3	0
904802051	2	0.2	0				1	0		1.5	-2	3	0
904802061	1	0.2	0				1	0		1.5	-2	3	0
904802071	2	0.2	0				1	0		1.5	-2	3	0
904802081	1	0.2	0				1	0		1.5	-2	3	0
904802091	2	0.2	0				1	0		1.5	-2	3	0
904803051	3	0.4	0				1	1		15	-20	5	0
904901011	4	0.8	0	2	20	0.4	1	3	-50	0	0	1	0
904902021	1	0.3	0				1	0		1.5	-2	3	0
904903031	1	0.5	0				1	0		1.5	-2	3	0
906011011	4	0.5	0	2			1	3					
906012011	5	0.5	0				1			1.5	-2	3	0
906014031	3	0.7	0		30	0.7	1	1	-20	20	-30	5	0
906111011	1	0.2	0				1	0		1.5	-2	3	0
906112011	1	0.5	0				1	0		1.5	-2	3	0
906112071	1	0.5	0				1	0		1.5	-2	3	0
906161011	1	0.2	0				1	0		1.5	-2	3	0
906211011	1	0.5	0				1	0		1.5	-2	3	0
906212061	3	0.4	0		9	0.5	1	1		20	-30	5	0
906321021	5	0.5	0				1			1.5	-2	3	0
906322021	6	0.8	0				1			1.5	-2	3	0
906323021	1	0.5	0				1	0		1.5	-2	3	0
906323031	3	0.8	0				1	1		15	-20	5	0
906325021	4	0.5	0	2			1	3					
906326051	2	0.5	0				1	0		1.5	-2	3	0
906326071	1	0.5	0				1	0		1.5	-2	3	0
906332021	2	0.3	0				1	0		1.5	-2	3	0
906333021	2	0.3	0				1	0		1.5	-2	3	0
906333031	3	0.8	0				1	1		20	-28	6	0
906335041	3	0.5	0				1	1		20	-28	6	0
906342021	3	1	0		20	1	1	1	5	30	-37	7	0
906342151	3	1	0		20	1	1	1	5	30	-37	7	0
906342161	3	1	0		15	1	1	1	5	30	-37	7	0
906342171	2	1	0				1	0		1.5	-2	3	0
906361021	1	0.5	0				1	0		1.5	-2	3	0
906363031	1	0.5	0				1	0		1.5	-2	3	0
906365051	7	1	0				1						
906368021	3	0.6	0				1	1		0	0	6	2
906370021	3	0.8	0				1	1		0	0	6	2
906371031	3	1	0				1	1		20	-30	5	0
906381021	3	1	0		20	1	1	1	5	30	-37	7	0
906381151	3	1	0		20	1	1	1	5	30	-37	7	0
906381161	3	1	0		15	1	1	1	5	30	-37	7	0
906381171	2	1	0				1	0		1.5	-2	3	0
906401011	7	0.5	0				1						
906401021	7	0.5	0				1						
906402011	1	0.8	0				1	0		1.5	-2	3	0
906403041	3	0.8	0				1	1		15	-20	5	
906404051	7	0.4	0				1						
906404061	7	0.4	0				1						
906404071	5	0.4	0				1			1.5	-2	3	0
906404081	5	0.4	0				1			1.5	-2	3	0
906404091	5	0.4	0				1			1.5	-2	3	0
906405061	6	0.5	0				1			1.5	-2	3	0
906405071	3	0.4	0		10	0.4	1	1	1	20	-30	5	0
906405141	5	0.4	0				1			1.5	-2	3	0
906405151	4	0.4	0	2			1	3					
906405161	4	0.4	0	2			1	3					
906461011	7	0.5	0				1						
906461021	7	0.5	0				1						
906463011	7	0.5	0				1						
906463021	7	0.5	0				1						
906464011	7	0.5	0				1						
906464021	7	0.5	0				1						
906502021	3	0.8	0				1	1		7	-11	4	0
906504021	6	0.5	0				1			1.5	-2	3	0
906505031	2	0.4	0				1	0		1.5	-2	3	0
906506021	2	0.4	0				1	0		1.5	-2	3	0
906561011	2	0.4	0				1	0		1.5	-2	3	0
906563011	2	0.4	0				1	0		1.5	-2	3	0
906564011	2	0.4	0				1	0		1.5	-2	3	0
906701031	1	0.3	0				1	0		1.5	-2	3	0
906701041	2	0.3	0				1	0		1.5	-2	3	0
906701051	1	0.3	0				1	0		1.5	-2	3	0
906701061	2	0.3	0				1	0		1.5	-2	3	0
906702051	5	0.5	0				1			1.5	-2	3	0
906703111	3	1.4	0		1	1	1	1	0	0	0	7	0
906705011	6	0.5	0				1			1.5	-2	3	0
906706011	1	0.2	0				1	0		1.5	-2	3	0
906706021	5	0.5	0				1			1.5	-2	3	0
906801021	5	0.8	0				1			1.5	-2	3	0
906802031	6	0.7	0				1			1.5	-2	3	0
906802041	1	0.3	0				1	0		1.5	-2	3	0
906802051	3	0.8	0				1	1		15	-20	5	0
906803021	1	0.3	0				1	0		1.5	-2	3	0
