Key	CellX	CellY	CollisionEffect
VisibleObstacle			0
	36	65
	35	64
	35	65
	35	63
	37	65
	38	65
	39	65
	40	65
	41	65
	42	65
	43	65
	44	64
	45	64
	44	65
	45	65
	45	63
	53	41
	56	41
	57	41
	35	62
	35	61
	35	60
	35	59
	35	58
	35	57
	35	56
	35	55
	35	54
	35	53
	35	52
	35	51
	35	50
	35	49
	54	41
	55	41
	52	41
	37	52
	38	52
	39	52
	41	52
	42	52
	43	52
	44	52
	40	52
	45	52
	46	52
	47	52
	48	52
	49	52
	50	52
	51	41
	51	42
	51	43
	51	44
	51	45
	51	49
	51	48
	51	46
	51	47
	51	50
	51	51
	51	52
	58	41
	59	41
	60	41
	61	41
	62	41
	63	41
	64	41
	65	41
	66	41
	67	41
	68	41
	69	41
	70	41
	71	41
	72	41
	73	41
	74	41
	75	41
	75	40
	75	39
	75	38
	75	37
	75	36
	75	35
	75	34
	75	33
	74	33
	73	33
	72	33
	71	33
	70	33
	69	33
	68	33
	67	33
	66	33
	65	33
	64	33
	63	33
	62	33
	61	33
	60	33
	59	33
	58	33
	57	33
	56	33
	55	33
	54	33
	53	33
	52	33
	51	33
	49	45
	49	44
	49	43
	49	42
	49	41
	49	39
	49	38
	49	37
	49	36
	49	35
	48	35
	47	35
	46	35
	45	35
	44	35
	43	35
	42	35
	41	35
	41	34
	41	33
	41	32
	41	31
	41	30
	41	29
	41	28
	41	27
	41	26
	41	25
	41	24
	41	23
	41	22
	41	21
	41	20
	41	19
	42	19
	43	19
	44	19
	45	19
	46	19
	47	19
	48	19
	49	19
	50	19
	51	19
	49	26
	49	27
	50	27
	51	27
	38	39
	51	25
	51	24
	51	23
	51	22
	51	21
	51	20
	49	25
	49	24
	49	23
	49	22
	49	21
	48	21
	47	21
	46	21
	45	21
	44	21
	43	21
	43	33
	44	33
	45	33
	52	27
	53	27
	54	27
	46	33
	47	33
	48	33
	49	33
	50	33
	43	32
	43	31
	43	30
	43	29
	43	28
	43	27
	43	26
	43	25
	43	24
	43	23
	43	22
	55	27
	56	27
	57	27
	58	27
	59	27
	60	27
	61	27
	62	27
	63	27
	64	27
	65	27
	66	27
	67	27
	68	27
	69	27
	70	27
	71	27
	72	27
	73	27
	74	27
	75	27
	76	27
	77	27
	77	28
	77	29
	78	29
	79	29
	80	29
	81	29
	81	46
	81	45
	81	44
	81	43
	81	42
	81	41
	81	40
	81	39
	81	38
	81	37
	81	36
	81	35
	81	34
	81	33
	81	32
	81	31
	81	30
	81	47
	80	47
	79	47
	78	47
	77	47
	76	47
	75	47
	74	47
	73	47
	72	47
	71	47
	70	47
	69	47
	68	47
	67	47
	66	47
	65	47
	64	47
	63	47
	62	47
	61	47
	60	47
	59	47
	58	47
	57	47
	57	48
	57	49
	58	49
	59	49
	60	49
	61	49
	62	49
	63	49
	64	49
	65	49
	66	49
	67	49
	68	49
	69	49
	70	49
	71	49
	72	49
	73	49
	74	49
	75	49
	76	49
	77	49
	78	49
	79	49
	80	49
	81	49
	82	49
	83	49
	84	49
	85	49
	86	49
	87	49
	87	55
	87	54
	87	53
	87	52
	87	51
	87	50
	88	55
	89	55
	89	67
	89	66
	89	65
	89	64
	89	63
	89	62
	89	61
	89	60
	89	59
	89	58
	89	57
	89	56
	90	67
	91	67
	92	67
	93	67
	94	67
	95	67
	95	66
	95	65
	95	64
	95	63
	95	62
	95	61
	95	60
	95	59
	95	58
	95	57
	95	56
	95	55
	95	54
	95	53
	95	52
	95	51
	95	50
	95	49
	95	48
	95	47
	95	46
	95	45
	95	44
	95	43
	95	42
	95	41
	95	40
	95	39
	95	38
	95	37
	89	51
	90	51
	91	51
	89	50
	93	51
	89	49
	89	48
	89	47
	82	47
