Info	Key	X	Y
30150101	PB1	3915	1463
30150101	S1	3422	1455
30150101	B101	3173	1630
30150101	B102	3170	1293
30150101	B103	2989	1324
30150101	B104	2991	1593
30150101	B105	3024	1463
30150101	B201	3116	1591
30150101	B202	3119	1355
30150101	B203	2960	1350
30150101	B204	2960	1593
30150101	B301	3178	1338
30150101	B302	3173	1582
30150101	B303	2955	1554
30150101	B304	2974	1384
30150104	PB1	3735	1647
30150104	S1	3326	1639
30150104	B101	2886	1986
30150104	B102	2889	1306
30150104	B103	2624	1866
30150104	B104	2624	1426
30150104	B105	2774	1636
30150104	B201	2223	2027
30150104	B202	2223	1325
30150104	B203	2367	1821
30150104	B204	2370	1537
30150104	S2	2635	1665
30150104	B301	1541	2100
30150104	B302	1538	1402
30150104	B303	1269	1951
30150104	B304	1278	1579
30150104	B305	1438	1759
30150104	S3	1795	1748
30150104	Escape	881	1366
30090501	PB1	4050	1456
30090501	PB2	4050	1306
30090501	PB3	4050	1606
30090501	PB4	4050	1756
30090501	PB5	4050	1156
30090501	S1	3800	1456
30090501	B101	3050	1456
30090501	B102	3050	1306
30090501	B103	3050	1606
30090501	B104	2900	1456
30090501	B105	2900	1306
30090501	B106	2900	1606
30090501	B107	2750	1456
30090501	B108	2750	1306
30090501	B109	2750	1606
30090501	ZX1	3050	1456
11100102	PB1	2023	1515
11100102	S1	2604	1514
11100102	B201	3754	1793
11100102	B202	3732	1175
11100102	B203	4180	1393
11100102	B204	4183	1612
11100102	PB2	2868	3200
11100102	B111	1585	3200
11100102	B112	1585	3200
11100102	B113	2680	3200
11100102	B114	2680	3200
11100102	B122	1213	3200
11100102	B121	3016	3200
11100102	B101	2925	1719
11100102	B102	2895	1237
11100102	B103	3166	1605
11100102	B104	3157	1345
11100102	B301	2828	1653
11100102	B302	2818	1376
11100102	S2	3474	1479
11100102	S3	3995	1484
11100102	HD3	2683	3200
11100102	HD4	2982	3200
11100102	Door	3198	3200
11100106	PB1	2802	1641
11100106	S1	3204	1557
11100106	HD1	3833	2028
11100106	HD2	4013	1082
11100106	HD3	2092	2024
11100106	HD4	2390	1358
11100106	B101	3672	2257
11100106	B102	3668	719
11100106	B103	2445	2246
11100106	B104	2441	730
11100106	B201	2860	2257
11100106	B202	2831	726
11100106	B203	3558	1971
11100106	B204	3558	994
11100106	B301	2738	1903
11100106	B302	2763	1105
11100106	B303	3676	1921
11100106	B304	3672	1067
11100106	B401	3794	1548
11100106	B402	2657	1551
11100106	B403	3264	2095
11100106	B404	3250	1090
11100106	S13	4245	2255
11100106	S24	2151	722
11100106	L1	3085	1783
10100104	PB1	4222	1484
10100104	S1	3890	1460
10100104	B101	3081	1159
10100104	B102	3081	1010
10100104	B103	3069	1295
10100104	S2	3210	1447
10100104	B201	4094	1992
10100104	B202	4164	875
10100104	B203	1889	2189
10100104	S3	3203	1443
10100104	B301	1895	2072
10100104	B302	1892	1954
10100104	B303	1897	2200
10100104	B401	1622	1493
10100104	S4	1842	1489
10100104	End	2242	841
10100104	Men1	4377	1505
10100104	KG1	4759	1810
10100104	JH1	1095	2191
10100104	C1	3567	1491
10100104	SC1	3566	1628
10100104	ST1	4799	1465
10100104	C2	3892	1475
12100204	PB1	1829	1494
12100204	S1	2149	1498
12100204	B101	3037	1491
12100204	B102	3252	1652
12100204	B103	3257	1344
12100204	JS	4154	1475
