Info	Key	X	Y
99919917	PB1	2026	724
99919917	S1	2582	720
99919917	B101	3049	724
30090552	PB1	3110	740
30090552	PB2	3110	890
30090552	PB3	3110	590
30090552	ZX1	2662	731
30090552	S1	2662	740
30090552	B101	2410	740
30090552	B102	2410	890
30090552	B103	2410	590
30090552	B106	3275	955
30090552	B107	3272	802
30090552	B108	3275	654
30090552	B109	3216	471
12120202	PB1	3634	725
12120202	S1	3170	717
12120202	B101	2498	853
12120202	B102	2506	605
12120202	JS	1738	725
99919907	PB1	2572	674
99919907	S1	2580	991
99919907	B601	2781	1776
99919907	North	2580	3606
99919907	South	2580	494
99919907	East	4714	2030
99919907	West	454	2030
99919907	B201	2019	3553
99919907	B202	2012	3191
99919907	B203	2237	3369
99919907	S2	2540	3369
99919907	PB2	2969	3362
99919907	B301	3337	932
99919907	B302	3349	546
99919907	B303	3066	735
99919907	S3	2578	768
99919907	PB3	2110	770
99919907	B401	500	1560
99919907	B402	848	1569
99919907	B403	677	1751
99919907	S4	671	2025
99919907	PB4	677	2365
99919907	B501	4336	2496
99919907	B502	4708	2499
99919907	B503	4526	2305
99919907	S5	4517	2024
99919907	PB5	4526	1643
99919907	B602	2569	1066
99919907	NorthShow	2576	3130
99919907	WestShow	852	2023
99919907	EastShow	4305	2023
99919907	B611	2781	962
99919907	Start	188	2037
99919907	Walk	686	2024
99919907	Start2	1724	933
99919907	Scene	500	500
99919907	Yazi	3074	526
99919907	Scene2	500	581
99919907	P1	2898	593
99919907	P2	3425	813
99919907	P3	4391	889
99919907	P4	4525	1965
99919907	P5	5116	2016
99919907	NorthAudio1	4216	3526
99919907	NorthAudio2	1115	3489
99919907	WestAudio1	495	2985
99919907	WestAudio2	516	1235
99919907	EastAudio1	4678	1125
99919907	EastAudio2	4670	2865
99919907	SouthAudio1	1170	588
99919907	SouthAudio2	4046	605
